at,v,ap,rh,0.1,0.2,0.3,0.4,0.5,0.6,s
27.35,77.95,1017.43,73.36,0,0,0,0,0,0,437.61
13.8,45.08,1023.99,79.72,0,0,0,0,0,0,466.71
7.71,38.06,1021,83.47,0,0,0,0,0,0,482.78
33.82,72.29,1008.67,46.95,0,0,0,0,0,0,432.13
18.61,47.83,1006.43,78.89,0,0,0,0,0,0,454.21
17.8,46.48,1007.27,81.31,0,0,0,0,0,0,452.66
27.1,52.84,1006.28,53.85,0,0,0,0,0,0,439.08
15.36,41.35,1002.4,91.67,0,0,0,0,0,0,465.01
8.42,37.49,1009.22,82.15,0,0,0,0,0,0,478.87
20.25,63.91,1009.27,97.97,0,0,0,0,0,0,448.37
11.6,39.96,1011.65,80.79,0,0,0,0,0,0,473.22
13.95,71.14,1019.76,75.51,0,0,0,0,0,0,461.18
21.99,51.19,1009.19,82.58,0,0,0,0,0,0,446.93
28.1,61.02,1011.28,59.05,0,0,0,0,0,0,437.5
10.94,39.04,1021.81,86.02,0,0,0,0,0,0,479.2
20.04,49.39,1020.62,78.84,0,0,0,0,0,0,449.63
17.57,43.7,1015.53,67.22,0,0,0,0,0,0,463.64
14.43,39.82,1012.56,78.52,0,0,0,0,0,0,470.17
16.37,54.3,1017.94,63.63,0,0,0,0,0,0,459.97
13.82,40.2,1013.19,90.11,0,0,0,0,0,0,466.99
10.37,37.5,1013.19,79.25,0,0,0,0,0,0,473.1
28.02,71.77,1006.5,72.41,0,0,0,0,0,0,428.58
29.98,47.93,1002.46,42.73,0,0,0,0,0,0,438.79
16.55,41.93,1022.71,42.73,0,0,0,0,0,0,466.77
19.27,50.9,1011.72,83.14,0,0,0,0,0,0,455.09
29.25,71.94,1007.18,63.62,0,0,0,0,0,0,427.49
19.12,50.16,1011.52,99.71,0,0,0,0,0,0,451.49
22.07,70.72,1010.52,82.96,0,0,0,0,0,0,442.88
26,69.89,1015.12,73.06,0,0,0,0,0,0,433.5
25.51,67.69,1004.53,80.03,0,0,0,0,0,0,433.02
13.83,43.22,1010.62,70.8,0,0,0,0,0,0,464.39
21.08,63.13,1013.53,98,0,0,0,0,0,0,443.51
16.74,39.16,1005.68,71.17,0,0,0,0,0,0,460.47
21.04,54.2,1012.26,85.61,0,0,0,0,0,0,443.41
28.97,73.5,1010.47,48.24,0,0,0,0,0,0,435.22
17.45,50.9,1012.16,83.8,0,0,0,0,0,0,458.67
20.82,57.76,1019.15,72.46,0,0,0,0,0,0,454.62
7.64,41.17,1020.01,75.14,0,0,0,0,0,0,488.53
24.85,71.98,1005.97,95.09,0,0,0,0,0,0,433.64
12.69,40.71,1021.62,80.19,0,0,0,0,0,0,477.14
18.32,66.86,1012.02,70,0,0,0,0,0,0,454.46
26.13,79.74,1005.61,90.27,0,0,0,0,0,0,431.29
18.99,59.27,1012.15,89.39,0,0,0,0,0,0,453.4
28.31,70.32,1007.88,47,0,0,0,0,0,0,432.5
31.7,70.36,1006.26,58.18,0,0,0,0,0,0,438.38
10.18,35.76,1019.71,66.7,0,0,0,0,0,0,473.31
22.49,62.52,1016.57,63.69,0,0,0,0,0,0,451.87
16.98,44.85,1015.48,51.77,0,0,0,0,0,0,464.27
14.1,42.18,1015.05,78.25,0,0,0,0,0,0,463.3
12.27,41.17,1019.41,58.1,0,0,0,0,0,0,475.13
31.19,68.3,1014.86,39.1,0,0,0,0,0,0,430.48
13.32,43.22,1009.45,75.3,0,0,0,0,0,0,466.83
24.26,61.02,1009.78,76.68,0,0,0,0,0,0,442.86
27.33,73.18,1012.26,82.18,0,0,0,0,0,0,429.38
30.97,74.22,1007.93,49.74,0,0,0,0,0,0,431.58
21.71,60.77,1017.95,85.07,0,0,0,0,0,0,444.59
22.26,60.37,1008.14,92.37,0,0,0,0,0,0,441.33
27.75,77.24,1007.48,78.37,0,0,0,0,0,0,433.57
25.18,47.93,1002.92,60.33,0,0,0,0,0,0,441.29
30.71,68.24,1006.15,34.15,0,0,0,0,0,0,429.41
26.42,71.06,1008.12,87.32,0,0,0,0,0,0,435.6
10.4,45.01,1018.58,93.48,0,0,0,0,0,0,470.79
12.21,44.34,1017.98,86.17,0,0,0,0,0,0,475.06
12.68,40.69,1014.46,79.77,0,0,0,0,0,0,475.37
25.18,62.96,1020.04,59.08,0,0,0,0,0,0,444.37
8.9,39.96,1026.31,95.46,0,0,0,0,0,0,474.49
30.93,71.85,1008.63,58.47,0,0,0,0,0,0,427.82
30.35,77.17,1009.55,63.62,0,0,0,0,0,0,432.75
23.49,64.63,1020.75,65.16,0,0,0,0,0,0,450.28
19.77,56.65,1020.67,66.33,0,0,0,0,0,0,457.09
23.18,51.43,1011.56,81.83,0,0,0,0,0,0,449.94
32.11,78.05,1010.36,58.78,0,0,0,0,0,0,431.31
23.96,46.93,1013.98,47.22,0,0,0,0,0,0,450.86
20.32,39.72,1002,51.71,0,0,0,0,0,0,458.8
29.08,67.79,1010.91,55.96,0,0,0,0,0,0,442.78
32.63,73.88,1005.64,52.56,0,0,0,0,0,0,435.75
18.32,42.18,1002.27,95.99,0,0,0,0,0,0,458.46
14.17,42.99,1007.38,78.88,0,0,0,0,0,0,470.68
16.49,49.39,1018.1,93.13,0,0,0,0,0,0,461.54
19.23,41.67,1012.53,48.86,0,0,0,0,0,0,465.66
26.24,51.43,1011.32,59.52,0,0,0,0,0,0,447.91
10.92,40.92,1021.84,83.03,0,0,0,0,0,0,467.05
31.87,71.22,1006.16,45.66,0,0,0,0,0,0,437
10.05,41.17,1018.98,83.71,0,0,0,0,0,0,481.38
14.75,40.66,1016.7,81.65,0,0,0,0,0,0,463.83
18.26,60.95,1016.94,78.91,0,0,0,0,0,0,457.03
17.34,44.78,1007.81,56.38,0,0,0,0,0,0,454.97
29.91,74.33,1013.22,39.76,0,0,0,0,0,0,430.26
16.76,43.77,1012.25,77.95,0,0,0,0,0,0,457
6.33,39.33,1012.06,93.16,0,0,0,0,0,0,492.22
29.17,64.79,1016.43,61.05,0,0,0,0,0,0,441.2
20.32,44.6,1015.16,36.35,0,0,0,0,0,0,460.21
23.64,63.31,1014.5,61.83,0,0,0,0,0,0,440.7
32.09,69.4,1003.1,56.91,0,0,0,0,0,0,430.62
29.83,62.66,1007.98,47.07,0,0,0,0,0,0,438.71
22.29,56.89,1014.39,84.89,0,0,0,0,0,0,441.9
30.66,73.77,1003.13,78.09,0,0,0,0,0,0,430
24.8,59.87,1018.79,60.79,0,0,0,0,0,0,441
21.33,50.32,1008.58,85.3,0,0,0,0,0,0,442.44
28.9,68.84,1011.64,64.44,0,0,0,0,0,0,437.06
10.31,44.63,1020.55,88.62,0,0,0,0,0,0,471.78
32.31,62.04,1010.45,38.01,0,0,0,0,0,0,449.65
25.66,71.77,1006.76,84.76,0,0,0,0,0,0,429.25
15.93,25.88,1009.45,72.83,0,0,0,0,0,0,462.7
8.86,36.71,1025.64,79.65,0,0,0,0,0,0,478.88
12.45,40.81,1025.63,66.26,0,0,0,0,0,0,474.73
25.44,70.17,1000.65,91.89,0,0,0,0,0,0,433.02
23.21,58.66,1012.24,65.31,0,0,0,0,0,0,450.92
14.24,39.99,1009.3,83.75,0,0,0,0,0,0,466.2
8.46,39.66,1015.14,85.38,0,0,0,0,0,0,484.16
24.11,68.63,1014.34,45.28,0,0,0,0,0,0,448.45
16,44.9,1020.5,80.89,0,0,0,0,0,0,461.5
25.56,60.32,1016.28,59.84,0,0,0,0,0,0,445.01
20.12,69.45,1013.23,88.48,0,0,0,0,0,0,442.89
22.82,60.08,1017.95,65.71,0,0,0,0,0,0,450.86
19.65,57.85,1011.73,93.89,0,0,0,0,0,0,450.5
32.48,62.04,1010.39,38.05,0,0,0,0,0,0,446.48
13.73,50.59,1020.44,85.54,0,0,0,0,0,0,459.6
23.43,51.43,1011.31,73.55,0,0,0,0,0,0,444.09
15.18,44.2,1019.6,72.45,0,0,0,0,0,0,462.09
10.59,39.96,1025.87,97.05,0,0,0,0,0,0,468.96
28.96,75.23,1010.88,49.45,0,0,0,0,0,0,439.03
15.5,44.34,1019.21,65.21,0,0,0,0,0,0,468.53
30.14,67.69,1006.54,57.05,0,0,0,0,0,0,426.91
10.69,36.71,1022.08,83.28,0,0,0,0,0,0,472.81
24.5,58.66,1011.54,57.92,0,0,0,0,0,0,451.03
23.25,69.45,1013.85,70.14,0,0,0,0,0,0,437.18
13.21,40.03,1018.12,82.98,0,0,0,0,0,0,469.75
30.88,67.83,1008.97,54.99,0,0,0,0,0,0,425.36
26.04,72.43,1006.82,84.88,0,0,0,0,0,0,432.94
24.91,64.45,1013.02,42.34,0,0,0,0,0,0,450.84
11.98,44.6,1018.59,86.71,0,0,0,0,0,0,470.02
18.01,44.2,1018.84,55.72,0,0,0,0,0,0,456.36
21.46,58.18,1007.45,95.33,0,0,0,0,0,0,444.12
32.86,68.51,1008.43,46.78,0,0,0,0,0,0,432.38
16.5,53.29,1017.7,95.66,0,0,0,0,0,0,458.37
12.41,45.87,1004.78,80.02,0,0,0,0,0,0,468.14
22.33,59.8,1016.84,67.09,0,0,0,0,0,0,450.07
11.48,42.02,1000.29,94.76,0,0,0,0,0,0,471.43
14.56,47.45,1009.52,91.14,0,0,0,0,0,0,451.95
30.08,68.14,1003.99,77.38,0,0,0,0,0,0,425.27
27.66,76.86,1001.31,69.47,0,0,0,0,0,0,436.64
5.96,36.25,1029.4,88.63,0,0,0,0,0,0,488.2
35.77,73.56,1006.36,36.31,0,0,0,0,0,0,430.14
24.56,60.27,1017.63,74.5,0,0,0,0,0,0,440.31
19.7,43.79,1015.93,47.39,0,0,0,0,0,0,464.41
19.83,46.33,1013.27,96.4,0,0,0,0,0,0,451.22
22.61,50.32,1008.41,79.4,0,0,0,0,0,0,444.74
31.88,66.44,1009.25,64.06,0,0,0,0,0,0,427.83
21.7,70.32,1009.12,91.3,0,0,0,0,0,0,438.52
25.72,70.47,1010.44,70.57,0,0,0,0,0,0,434.94
26.51,70.32,1010.3,57.4,0,0,0,0,0,0,431.82
25.2,59.21,1017.54,55.53,0,0,0,0,0,0,444.16
13.1,40.03,1017.79,84.48,0,0,0,0,0,0,470.75
27,73.42,1012.2,87.28,0,0,0,0,0,0,432.79
25.84,67.83,1009.26,59.55,0,0,0,0,0,0,433.32
23.76,74.22,1009.2,92.98,0,0,0,0,0,0,437.47
29.69,47.93,1002.85,44.76,0,0,0,0,0,0,438.09
21.69,42.23,1013.05,67.55,0,0,0,0,0,0,461.56
10.33,43.99,1020.7,96.68,0,0,0,0,0,0,474.17
24.19,65.48,1018.8,60.54,0,0,0,0,0,0,443.92
8.27,37.7,1015.09,73.64,0,0,0,0,0,0,479.16
28.15,70.72,1009.76,73.38,0,0,0,0,0,0,436.19
18.09,48.92,1010.6,52.11,0,0,0,0,0,0,455.07
27.18,61.41,1012.17,46.11,0,0,0,0,0,0,449.7
23.71,68.63,1014.54,46.04,0,0,0,0,0,0,449.41
26.76,70.98,1007.64,90.51,0,0,0,0,0,0,437.83
19.98,49.15,1021.56,63.89,0,0,0,0,0,0,457.54
24.82,72.99,1007.81,84.72,0,0,0,0,0,0,435.68
21.09,46.63,1013.03,74.8,0,0,0,0,0,0,453.34
21.19,55.5,1019.83,65.22,0,0,0,0,0,0,455.93
25.95,73.77,1001.35,92.67,0,0,0,0,0,0,432.21
30.7,67.69,1005.92,51.58,0,0,0,0,0,0,429.58
13.49,43.41,1015.75,57.86,0,0,0,0,0,0,461.06
15.79,44.89,1010.19,84.61,0,0,0,0,0,0,458.09
28.57,69.84,1003.57,66.55,0,0,0,0,0,0,433.24
23.48,49.16,1002.7,70.22,0,0,0,0,0,0,445.72
31,71.77,1006.29,48.56,0,0,0,0,0,0,431.07
34.96,68.94,1006.17,59.26,0,0,0,0,0,0,431.48
22.53,60.95,1015.12,75.1,0,0,0,0,0,0,449.43
31.41,64.44,1013.84,49.49,0,0,0,0,0,0,439.3
29.97,67.9,1006.09,61.6,0,0,0,0,0,0,434.14
7.44,41.04,1021.84,88.56,0,0,0,0,0,0,479.08
21.86,64.45,1015.83,63.36,0,0,0,0,0,0,457.8
22.41,66.56,1003.3,88.71,0,0,0,0,0,0,435.75
11.87,40.55,1019.06,94.11,0,0,0,0,0,0,473.79
23.93,65.59,1011.09,87.26,0,0,0,0,0,0,444.9
12.39,44.58,1016.38,84.95,0,0,0,0,0,0,475.37
10.06,39.61,1020.69,69.49,0,0,0,0,0,0,478.35
5.01,39.4,1003.69,91.9,0,0,0,0,0,0,475.34
24.74,69.13,1010.69,90.08,0,0,0,0,0,0,431.24
19.31,60.07,1014.86,69.37,0,0,0,0,0,0,453.47
6.3,41.14,1027.45,86.11,0,0,0,0,0,0,481.49
23.09,69.13,1010.93,90.07,0,0,0,0,0,0,436.67
9.24,41.4,1018.34,84.91,0,0,0,0,0,0,477.65
9.69,40.46,1019.1,71.91,0,0,0,0,0,0,472.16
13.65,42.74,1026.58,71.48,0,0,0,0,0,0,468.87
29.77,67.07,1005.82,48.38,0,0,0,0,0,0,433.89
9.2,40.77,1011.88,89.86,0,0,0,0,0,0,479.82
28.87,57.19,1008.09,64.29,0,0,0,0,0,0,435.57
28.22,51.43,1006.06,63.72,0,0,0,0,0,0,438.43
23.27,65.48,1019.05,61.36,0,0,0,0,0,0,443.43
9.82,41.26,1007.71,96.69,0,0,0,0,0,0,478.02
16.83,46.48,1007.21,87.23,0,0,0,0,0,0,455.64
23.18,72.99,1009.01,90.09,0,0,0,0,0,0,439.12
23.59,43.77,1010.85,55.98,0,0,0,0,0,0,448.42
8.95,43.13,1017.56,94.85,0,0,0,0,0,0,479.14
26.54,69.34,1009.5,87.18,0,0,0,0,0,0,435.51
22.56,62.26,1012.11,63.16,0,0,0,0,0,0,445.33
14.16,39.28,1015.63,77.29,0,0,0,0,0,0,471.27
31.54,71.06,1008.4,71.77,0,0,0,0,0,0,431.87
13.48,41.92,1030.2,65.96,0,0,0,0,0,0,463.9
13.74,41.16,1010.74,87.69,0,0,0,0,0,0,473.19
23.7,66.56,1002.07,85.19,0,0,0,0,0,0,436.94
22.35,57.76,1017.92,68.18,0,0,0,0,0,0,453.74
28.25,71.77,1006.36,67.03,0,0,0,0,0,0,429.39
21.96,58.79,1010.51,87.32,0,0,0,0,0,0,448.89
28.66,74.93,1014.04,51.26,0,0,0,0,0,0,440.79
16.37,52.9,1015.14,73.11,0,0,0,0,0,0,461.15
23.09,73.5,1011.4,89.76,0,0,0,0,0,0,438.56
23.19,42.67,1007.83,63.31,0,0,0,0,0,0,446.95
30.81,71.97,1008.36,75,0,0,0,0,0,0,430.53
22.84,50.05,1005.59,79.49,0,0,0,0,0,0,442.85
32.84,77.95,1014.68,45.8,0,0,0,0,0,0,431.97
24.41,58.59,1012.62,64.52,0,0,0,0,0,0,442.64
30.18,65.74,1012.63,47.74,0,0,0,0,0,0,441.65
28.3,64.33,1011.23,68.88,0,0,0,0,0,0,441.51
22.52,64.27,1014.34,82.77,0,0,0,0,0,0,445.4
6.59,39.37,1020.34,77.92,0,0,0,0,0,0,488.17
23.38,59.07,1009.29,92.4,0,0,0,0,0,0,442.83
19.89,68.08,1012.65,80.25,0,0,0,0,0,0,448.71
26.42,59.39,1013.95,66.03,0,0,0,0,0,0,438.54
12.07,41.17,1013.54,71.32,0,0,0,0,0,0,479.28
23.45,69.04,1010.5,80.77,0,0,0,0,0,0,442.48
15.24,48.6,1007.08,86.49,0,0,0,0,0,0,459.85
5.68,40.35,1012.11,92.86,0,0,0,0,0,0,486.79
10.29,40.56,1017.28,69.13,0,0,0,0,0,0,481.7
32,65.74,1011.22,46.16,0,0,0,0,0,0,440.26
9.6,37.73,1021.87,77.75,0,0,0,0,0,0,481.03
25.6,63.76,1010.18,67.43,0,0,0,0,0,0,435.75
32.56,68.14,1004.02,35.04,0,0,0,0,0,0,425.11
19.26,58.46,1015.74,84.64,0,0,0,0,0,0,450.66
13.33,38.47,1015.42,58.27,0,0,0,0,0,0,466.26
23.5,59.21,1018.29,63,0,0,0,0,0,0,443.31
13.66,45,1021.97,79.04,0,0,0,0,0,0,473.12
12.46,40.73,1017.53,93.47,0,0,0,0,0,0,464.7
28.77,75.23,1010.01,59,0,0,0,0,0,0,437.93
31.68,68.24,1005.29,37.34,0,0,0,0,0,0,427.22
10.31,39.82,1012.87,88.71,0,0,0,0,0,0,480.61
10.04,41.62,1013.36,95.17,0,0,0,0,0,0,463.87
25.6,63.9,1013.16,53.19,0,0,0,0,0,0,451.44
19.55,39.39,1013.55,57.82,0,0,0,0,0,0,464.36
17.82,65.94,1013.44,88.13,0,0,0,0,0,0,452.82
31.97,79.74,1007.03,55.84,0,0,0,0,0,0,435.99
28.21,70.8,1010.45,77.92,0,0,0,0,0,0,435.99
25.77,59.39,1014.76,69.99,0,0,0,0,0,0,438.64
17.54,44.58,1016.56,79,0,0,0,0,0,0,465.51
22.75,58.86,1016,67.34,0,0,0,0,0,0,448.32
10.2,41.17,1019.56,82.46,0,0,0,0,0,0,479.7
28.34,63.77,1013.7,61.13,0,0,0,0,0,0,439.75
14.78,54.3,1016.96,68.53,0,0,0,0,0,0,463.75
20.9,67.07,1005.43,82.85,0,0,0,0,0,0,443.46
14.37,40.56,1021.67,68.18,0,0,0,0,0,0,470.19
23.89,50.16,1004.88,73.94,0,0,0,0,0,0,444.99
29.66,59.22,1013.25,61.2,0,0,0,0,0,0,441.58
24.33,46.93,1013.83,44.59,0,0,0,0,0,0,447.54
28.55,72.43,1007.2,65.82,0,0,0,0,0,0,430.06
18.59,39.54,1008.56,68.61,0,0,0,0,0,0,462.56
21.94,50.32,1008.44,86.98,0,0,0,0,0,0,444.89
10.95,39.22,1015.69,62.3,0,0,0,0,0,0,474.07
21.76,47.93,1005.34,86.28,0,0,0,0,0,0,444.77
25.05,58.59,1013.37,66.14,0,0,0,0,0,0,442.93
22.95,45.61,1013.65,73.92,0,0,0,0,0,0,457.91
8.49,39.61,1021.05,87.74,0,0,0,0,0,0,483.94
7.1,35.77,1015.39,92.1,0,0,0,0,0,0,480.36
11.72,40.35,1012.08,83.98,0,0,0,0,0,0,476.41
11.72,39.18,1024.19,68.53,0,0,0,0,0,0,468.98
11.45,41.17,1017.98,84.64,0,0,0,0,0,0,476
23.36,59.15,1013.71,86.64,0,0,0,0,0,0,442.53
26.2,71.73,1010.14,76.14,0,0,0,0,0,0,430.89
29.01,70.04,1010.02,57.35,0,0,0,0,0,0,430.26
30.76,73.17,1009.89,50.43,0,0,0,0,0,0,430.98
27.91,64.79,1017.7,48.29,0,0,0,0,0,0,440.53
10.87,42.02,1002.08,95.22,0,0,0,0,0,0,472.63
12.61,41.79,1015.82,91.9,0,0,0,0,0,0,461.37
13.29,71.14,1019.63,75.09,0,0,0,0,0,0,464.18
23.83,49.21,1012.93,46.79,0,0,0,0,0,0,446.23
26.68,62.91,1012.33,60.78,0,0,0,0,0,0,441.04
23.83,64.15,1020.93,63.86,0,0,0,0,0,0,447.95
18,43.7,1015.4,61.28,0,0,0,0,0,0,464.26
12.65,44.34,1019.4,71.45,0,0,0,0,0,0,468.8
29.13,68.3,1014.96,37.08,0,0,0,0,0,0,437.25
18.49,41.1,1001.9,59.99,0,0,0,0,0,0,460.76
16.39,58.59,1014.58,90.34,0,0,0,0,0,0,455.05
32.96,73.03,1013.56,54.03,0,0,0,0,0,0,438.93
19.79,51.19,1008.77,94.72,0,0,0,0,0,0,447.96
24.44,69.13,1011.1,87.62,0,0,0,0,0,0,434.34
21.04,50.32,1008.41,90.19,0,0,0,0,0,0,446.33
17.35,39.72,1003,64.62,0,0,0,0,0,0,459.83
31.98,70.17,999.43,59.42,0,0,0,0,0,0,430.92
19.36,44.6,1016.25,45.65,0,0,0,0,0,0,464.56
23.33,73.18,1012.51,91.29,0,0,0,0,0,0,436.33
16.73,45,1023.44,60.68,0,0,0,0,0,0,467.08
8.57,41.17,1020.18,72.47,0,0,0,0,0,0,484.2
25.28,49.5,1013.95,52.79,0,0,0,0,0,0,454.01
22.66,68.3,1017.73,86.92,0,0,0,0,0,0,431.27
17.35,39.39,1013.18,67.67,0,0,0,0,0,0,467.85
18.14,67.71,1003.82,95.69,0,0,0,0,0,0,442.45
12.19,40.05,1014.77,84.39,0,0,0,0,0,0,473.92
10.11,39.72,1019.1,69.68,0,0,0,0,0,0,476.8
23.24,63.78,1017.1,63.8,0,0,0,0,0,0,446.95
28.98,73.42,1011.25,72.9,0,0,0,0,0,0,432.2
31.93,72.58,1006.9,56.27,0,0,0,0,0,0,425.14
13.25,49.83,1008.76,88.21,0,0,0,0,0,0,453.8
24.86,60.77,1016.85,71.24,0,0,0,0,0,0,440.68
26.33,60.06,1005.86,41.57,0,0,0,0,0,0,450.16
12.31,40.64,1020.71,94.6,0,0,0,0,0,0,475.65
29.6,67.79,1010.37,51.05,0,0,0,0,0,0,442.43
15.25,52.9,1014.86,76.87,0,0,0,0,0,0,463.93
14.79,39.52,1017.95,71.97,0,0,0,0,0,0,469.47
5.53,35.79,1013.48,94.19,0,0,0,0,0,0,484.25
9.01,40.77,1022.37,90.3,0,0,0,0,0,0,470.84
10.8,41.39,1019.74,74.08,0,0,0,0,0,0,478.75
10.24,41.58,1021.17,94.34,0,0,0,0,0,0,465.86
28.36,68.08,1013.34,42.82,0,0,0,0,0,0,434.54
9.43,41.4,1028.03,84.98,0,0,0,0,0,0,474.16
10.5,40.8,1024.06,76.05,0,0,0,0,0,0,482.85
33.96,68.94,1006.93,47.39,0,0,0,0,0,0,427.06
33.27,66.44,1010.63,43.47,0,0,0,0,0,0,430.11
12.17,49.83,1008.05,96.44,0,0,0,0,0,0,469.52
27.86,61.5,1009.23,46.19,0,0,0,0,0,0,439.49
22.36,58.79,1011.77,87.51,0,0,0,0,0,0,446.49
12.57,41.66,1009.11,70.74,0,0,0,0,0,0,475.61
31.09,64.05,1011.32,61.14,0,0,0,0,0,0,440.62
30.21,79.74,1006.82,54.03,0,0,0,0,0,0,430.83
27.31,65.12,1016.05,45.98,0,0,0,0,0,0,440.06
19.92,63.31,1015.02,82.71,0,0,0,0,0,0,443.54
16.17,46.97,1014.22,85.8,0,0,0,0,0,0,456.08
31.2,68.24,1005.71,34.84,0,0,0,0,0,0,428.67
20.19,62.26,1011.37,89.69,0,0,0,0,0,0,443.58
8.97,36.24,1013.21,90.77,0,0,0,0,0,0,477.89
8.7,36.24,1013.34,89.5,0,0,0,0,0,0,478.69
5.98,38.91,1016.5,91.83,0,0,0,0,0,0,488.85
19.8,57.25,1010.84,88.9,0,0,0,0,0,0,451.75
26.45,74.33,1013.81,61.7,0,0,0,0,0,0,433.16
20.51,63.09,1016.39,92.99,0,0,0,0,0,0,445.86
29.71,71.85,1008.81,70.86,0,0,0,0,0,0,428.49
18.03,53.16,1013.02,81.95,0,0,0,0,0,0,456.55
23.45,70.04,1010.99,79.2,0,0,0,0,0,0,436.46
6.05,41.14,1027.69,86.93,0,0,0,0,0,0,481.02
15.32,45.01,1013.3,83.72,0,0,0,0,0,0,459.31
6.53,42.85,1012.65,91.6,0,0,0,0,0,0,480.98
12.61,43.22,1013.41,78.94,0,0,0,0,0,0,466.85
15.95,49.25,1019.04,88.51,0,0,0,0,0,0,463.4
23.33,54.2,1012.47,79.48,0,0,0,0,0,0,440.11
23.94,51.95,1008.18,71.87,0,0,0,0,0,0,451.84
19.34,64.79,1018.03,84.77,0,0,0,0,0,0,454.59
31.11,72.25,1012.34,44.45,0,0,0,0,0,0,434.22
14.63,41.23,998.96,86.4,0,0,0,0,0,0,466.36
17.57,62.1,1019.51,86.14,0,0,0,0,0,0,453.3
17.31,44.71,1017.43,35.4,0,0,0,0,0,0,463.05
31.16,67.45,1014.69,32.25,0,0,0,0,0,0,428.35
10.05,40.46,1018.71,67.38,0,0,0,0,0,0,469.06
10.23,42.07,1017.93,91.1,0,0,0,0,0,0,475.14
16.31,42.28,1007.45,77.77,0,0,0,0,0,0,466.49
30.74,73.67,1005.79,57.89,0,0,0,0,0,0,428.92
31.38,71.32,1009.17,60.42,0,0,0,0,0,0,433.44
27.9,63.13,1011.8,70.04,0,0,0,0,0,0,439.76
3.96,35.47,1016.79,83.81,0,0,0,0,0,0,489.68
12.37,43.22,1009.1,76.06,0,0,0,0,0,0,468.49
15.28,48.14,1012.55,69.65,0,0,0,0,0,0,460.75
16.85,49.78,1005.61,100.1,0,0,0,0,0,0,455.33
18.82,61.27,1019.5,72.23,0,0,0,0,0,0,455.29
26.06,49.02,1007.59,74.08,0,0,0,0,0,0,437.9
19.62,58.79,1017.59,87.39,0,0,0,0,0,0,446.29
8.79,40.67,1019.5,66.3,0,0,0,0,0,0,489.02
25.52,59.15,1013.88,65.37,0,0,0,0,0,0,439.42
30.7,71.58,1010,48.96,0,0,0,0,0,0,429.27
21.19,67.71,1006.65,56.28,0,0,0,0,0,0,441.71
14.11,45.08,1023.27,83.22,0,0,0,0,0,0,464.7
26.19,65.61,1014.51,54.52,0,0,0,0,0,0,443.73
32.63,74.99,1002.42,40.07,0,0,0,0,0,0,432.79
7.67,35.77,1017.55,60.97,0,0,0,0,0,0,480.06
19.65,63.91,1009.26,99.08,0,0,0,0,0,0,444.9
18.83,48.98,1016.33,74.23,0,0,0,0,0,0,453.28
13.41,40.89,1010.85,89.61,0,0,0,0,0,0,472.4
25.24,63.47,1011.3,66.21,0,0,0,0,0,0,442.75
12.51,49.83,1008.61,94.27,0,0,0,0,0,0,452.84
27.14,71.32,1007.8,87.99,0,0,0,0,0,0,431.96
13.21,41.2,1016.63,74.1,0,0,0,0,0,0,474.26
25.2,57.5,1015.19,59.62,0,0,0,0,0,0,446.26
31.07,73.5,1010.58,43.66,0,0,0,0,0,0,432.06
4.71,39.42,1026.4,84.42,0,0,0,0,0,0,481.28
14.24,39.58,1011.17,70.45,0,0,0,0,0,0,469.94
10.62,39.58,1011.9,87.85,0,0,0,0,0,0,479.91
8.88,36.66,1026.61,76.16,0,0,0,0,0,0,480.2
23.25,63.78,1016.01,72.01,0,0,0,0,0,0,448.82
20.76,69.05,1001.89,77.86,0,0,0,0,0,0,442.82
6.22,39.33,1012.31,93.23,0,0,0,0,0,0,491.77
5.18,40.27,1010.84,81.64,0,0,0,0,0,0,489.1
30.3,73.9,1006.72,55.13,0,0,0,0,0,0,440.79
9.38,44.77,1020.41,85.26,0,0,0,0,0,0,473.9
29.28,65.71,1013.76,48.05,0,0,0,0,0,0,445.49
21.12,63.91,1009.33,96.14,0,0,0,0,0,0,447.64
26.52,73.21,1002.3,95.38,0,0,0,0,0,0,437.02
4.81,42.85,1013.96,86.94,0,0,0,0,0,0,479.8
6.76,37.49,1011.66,80.91,0,0,0,0,0,0,484.85
27.09,49.3,1003.93,61,0,0,0,0,0,0,437.44
33.2,73.88,1005.67,48.48,0,0,0,0,0,0,438.12
10.48,40.22,1004.81,92.16,0,0,0,0,0,0,477.78
14.22,37.85,1011.24,88.49,0,0,0,0,0,0,471.05
7.21,42.03,1017.81,90.12,0,0,0,0,0,0,482.26
19.02,49.25,1019.75,58.29,0,0,0,0,0,0,453.49
26.88,79.74,1006.54,93.7,0,0,0,0,0,0,434.77
14.19,43.71,1024.38,83.03,0,0,0,0,0,0,467.8
15.22,50.88,1014.19,100.12,0,0,0,0,0,0,460.44
23.17,62.39,1008.04,89.42,0,0,0,0,0,0,439.29
17.69,46.36,1019.55,86.64,0,0,0,0,0,0,462.81
18.48,52.05,1012.41,68.2,0,0,0,0,0,0,458.62
14.22,39.39,1014.16,80.22,0,0,0,0,0,0,470.98
22.72,62.4,1010.28,80.79,0,0,0,0,0,0,445.22
25.95,69.51,1009.36,66.82,0,0,0,0,0,0,434.38
13.57,39.39,1014.01,82.12,0,0,0,0,0,0,471.44
6.52,39.85,1012.55,86.36,0,0,0,0,0,0,483.01
